kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,aciklama,solusyon_fatura,bidon_acilisi,uts_no
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-632,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-633,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-634,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-635,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-636,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-637,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-638,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-639,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-640,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-641,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-642,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-643,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-644,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-645,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-646,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-647,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-648,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-649,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,İHALE,2021/029,2021-03-05,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2021/07-650,,,,SATIŞ BÜYÜK KARTUŞ,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-651,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-652,,,,,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-653,,,,,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-654,,,,,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-655,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-656,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-657,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-658,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-659,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-660,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-661,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-662,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-663,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-664,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-665,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-666,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-667,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-668,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-669,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,YURTDIŞI,2021/030,2021-03-08,HEENT INSTITUTE PVT.LTD.-ZIMBABWE,,ZIMBABWE,,KARTUŞ,,2021/07-670,,,,CİHAZIN YANINDA VERİLEN,,,
KARTUS,ÖZEL,2021/031,2021-03-08,ADATIP SAĞLIK HİZMETLERİ,,İSTANBUL,,KARTUŞ,,2021/07-671,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/031,2021-03-08,ADATIP SAĞLIK HİZMETLERİ,,İSTANBUL,,KARTUŞ,,2021/07-672,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/031,2021-03-08,ADATIP SAĞLIK HİZMETLERİ,,İSTANBUL,,KARTUŞ,,2021/07-673,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/031,2021-03-08,ADATIP SAĞLIK HİZMETLERİ,,İSTANBUL,,KARTUŞ,,2021/07-674,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/031,2021-03-08,ADATIP SAĞLIK HİZMETLERİ,,İSTANBUL,,KARTUŞ,,2021/07-675,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-676,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-677,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-678,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-679,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-680,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-681,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-682,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-683,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-684,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-685,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-686,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-687,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-688,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-689,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-690,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-691,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-692,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-693,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-694,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-695,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-696,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-697,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-698,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-699,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-700,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-701,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-702,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-703,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-704,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-705,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-706,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-707,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-708,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-709,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-710,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-711,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-712,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-713,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-714,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-715,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-716,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-717,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-718,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-719,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-720,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,DOĞRUDAN TEMİN,2021/032,2021-03-10,FİNİKE DEVLET HASTANESİ,,ANTALYA,,KARTUŞ,,2021/07-721,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-722,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-723,,,,   ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-724,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-725,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-726,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-727,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-728,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-729,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-730,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-731,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-732,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-733,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-734,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-735,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-736,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-737,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-738,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-739,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-740,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-741,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-742,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-743,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-744,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-745,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-746,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-747,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-748,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-749,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-750,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-751,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-752,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-753,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-754,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-755,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-756,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-757,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-758,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-759,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-760,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-761,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-762,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-763,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-764,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-765,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-766,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-767,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-768,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-769,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-770,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/033,2021-03-11,ALYANS MEDİKAL,,ANKARA,,KARTUŞ,,2021/07-771,,,,BÜYÜK KARTUŞ SATIŞ,,,
KARTUS,ÖZEL,2021/034,2021-03-12,SİMAV DEVLET HASTANESİ,,KÜTAHYA,,KARTUŞ,,2021/07-772,,,,KÜÇÜK KARTUŞ HİBE,,,
KARTUS,ÖZEL,2021/034,2021-03-12,SİMAV DEVLET HASTANESİ,,KÜTAHYA,,KARTUŞ,,2021/07-773,,,,KÜÇÜK KARTUŞ HİBE,,,
